parent_page_id,lang,child_id,child_title,child_name,parent_name,link,content,content_txt
333,de,334,Kann ich meine Bestellung verfolgen?,ist-meine-bestellung-spurbar,versand-lieferung,https://stickerapp.de/support/versand-lieferung/ist-meine-bestellung-spurbar,"<p>Nur Bestellungen, die mit UPS verschickt wurden, k&ouml;nnen verfolgt werden.</p>
<p>Falls Sie Fragen zu Ihrem berechnetem Lieferdatum haben kontaktieren Sie und bitte per Email.</p>
<p>&nbsp;</p>
<center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center>","Nur Bestellungen, die mit UPS verschickt wurden, können verfolgt werden.
Falls Sie Fragen zu Ihrem berechnetem Lieferdatum haben kontaktieren Sie und bitte per Email.
 

Materialien Aufkleber druckenanwendungsbereiche
"
333,de,335,Gibt es internationalen Versand?,gibt-es-internationalen-versand,versand-lieferung,https://stickerapp.de/support/versand-lieferung/gibt-es-internationalen-versand,"<p>Ja wir versenden international.&nbsp;</p>
<p>Alle Bestellungen au&szlig;erhab der USA und EU werden mit zus&auml;tslichen Versandgeb&uuml;hren berechnet damit die Auslieferung garantiert werden kann.</p>
<center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center>","Ja wir versenden international. 
Alle Bestellungen außerhab der USA und EU werden mit zusätslichen Versandgebühren berechnet damit die Auslieferung garantiert werden kann.

Materialien Aufkleber druckenanwendungsbereiche
"
333,de,336,Wie schnell werden meine Aufkleber geliefert?,wie-schnell-werden-meine-aufkleber-geliefert,versand-lieferung,https://stickerapp.de/support/versand-lieferung/wie-schnell-werden-meine-aufkleber-geliefert,"<p>Normaler kostenloser Versand dauert 10-14 Tage nach Bestelldatum.</p>
<p>Expressversand und Produktion sind m&ouml;glich und erm&ouml;glichen eine Lieferung 4-6 Tage nach Bestelldatum.</p>
<p>Bei diesen Lieferzeiten handelt es sich um Sch&auml;tzungen bei optimalen Bedingungen. &Auml;u&szlig;ere Umst&auml;nde und interne Herausforderungen k&ouml;nnen diese Lieferzeiten beeinflussen.<br />Eine genaueren Lieferzeitraum f&uuml;r deine konkrete Bestellung kannst du in deinem Warenkorb, noch vor dem Abschluss der Bestellung einsehen.</p>
<center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center>","Normaler kostenloser Versand dauert 10-14 Tage nach Bestelldatum.
Expressversand und Produktion sind möglich und ermöglichen eine Lieferung 4-6 Tage nach Bestelldatum.
Bei diesen Lieferzeiten handelt es sich um Schätzungen bei optimalen Bedingungen. Äußere Umstände und interne Herausforderungen können diese Lieferzeiten beeinflussen.Eine genaueren Lieferzeitraum für deine konkrete Bestellung kannst du in deinem Warenkorb, noch vor dem Abschluss der Bestellung einsehen.

Materialien Aufkleber druckenanwendungsbereiche
"
333,de,337,Wie viel kostet der Versand?,wie-viel-kostet-der-versand,versand-lieferung,https://stickerapp.de/support/versand-lieferung/wie-viel-kostet-der-versand,"<p>Standart Versand innerhalb den USA, Europa und Canada ist kostenlos.&nbsp;</p>
<p>Versand nach Australien und Neuseeland kostet 5&euro; zus&auml;tzlich.&nbsp;</p>
<p>Versand au&szlig;erhalb dieser L&auml;nder wird mit zus&auml;tzlichen Express und Versandkosten berechnet.</p>
<center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center>","Standart Versand innerhalb den USA, Europa und Canada ist kostenlos. 
Versand nach Australien und Neuseeland kostet 5€ zusätzlich. 
Versand außerhalb dieser Länder wird mit zusätzlichen Express und Versandkosten berechnet.

Materialien Aufkleber druckenanwendungsbereiche
"
333,de,338,Kann ich eine Adressänderung nach abgeschlossener Bestellung vornehmen?,kann-ich-eine-adressanderung-nach-abgeschlossener-bestellung-vornehmen,versand-lieferung,https://stickerapp.de/support/versand-lieferung/kann-ich-eine-adressanderung-nach-abgeschlossener-bestellung-vornehmen,"<p>Wir k&ouml;nnen ihre Adresse &auml;ndern solange die Bestellung nochnicht gepackt und versandt ist.&nbsp;</p>
<p>Schicken sie uns eine Email mit Ordernummer und Adresse dann nehmen wir die n&ouml;tigen &Auml;nderungen vor.</p>
<center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center>","Wir können ihre Adresse ändern solange die Bestellung nochnicht gepackt und versandt ist. 
Schicken sie uns eine Email mit Ordernummer und Adresse dann nehmen wir die nötigen Änderungen vor.

Materialien Aufkleber druckenanwendungsbereiche
"
333,de,339,Verlorenes Paket,verlorenes-paket,versand-lieferung,https://stickerapp.de/support/versand-lieferung/verlorenes-paket,"<p>Wenn ihr Paket innerhalb des vorraussichtlichen Lieferzeitraumes nicht ausgeliefert wird kontaktieren sie uns bitte via Email damit wir dies f&uuml;r sie l&ouml;sen k&ouml;nnen.</p>
<center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center>","Wenn ihr Paket innerhalb des vorraussichtlichen Lieferzeitraumes nicht ausgeliefert wird kontaktieren sie uns bitte via Email damit wir dies für sie lösen können.

Materialien Aufkleber druckenanwendungsbereiche
"
305,de,342,Matte Aufkleber,matte-aufkleber,material,https://stickerapp.de/support/material/matte-aufkleber,"<p>Wir bieten auch <a href=""https://stickerapp.de/sticker-academy/materialien/matt-aufkleber"">mattes Laminat</a> f&uuml;r deine Aufkleber an.&nbsp;</p>
<p>Kommentiere einfach ""Matte"" in deiner Bestellung.</p>
<p>&nbsp;</p>
<center><center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber-drucken"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/anwendungsbereiche"">anwendungsbereiche</a></p>
</center></center>","Wir bieten auch mattes Laminat für deine Aufkleber an. 
Kommentiere einfach ""Matte"" in deiner Bestellung.
 

Materialien Aufkleber druckenanwendungsbereiche
"
305,de,343,Materialproben,materialproben,material,https://stickerapp.de/support/material/materialproben,"<p>Es gibt ein Materialproben Paket f&uuml;r den Preis von nur 2&euro; in dem alle unsere tollen Materialien als Proben enthalten sind damit du dir einen &Uuml;berblick verschaffen kannst bevor du Aufkleber bestellst.</p>
<center><center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center></center>","Es gibt ein Materialproben Paket für den Preis von nur 2€ in dem alle unsere tollen Materialien als Proben enthalten sind damit du dir einen Überblick verschaffen kannst bevor du Aufkleber bestellst.

Materialien Aufkleber druckenanwendungsbereiche
"
305,de,344,Das beliebteste Material,das-beliebteste-material,material,https://stickerapp.de/support/material/das-beliebteste-material,"<p>Das am h&auml;ufigsten gekaufte Material f&uuml;r unsere <a title=""vinyl aufkleber"" href=""https://stickerapp.de/materialien/vinyl-aufkleber"">Aufkleber ist wei&szlig;es Vinyl</a>.</p>
<p>Es ist 2-4 Jahre witterungsbest&auml;ndig, erm&ouml;glicht hervorragende Druckergebnisse und ist sowohl f&uuml;r den Innen als auch Au&szlig;engebrauch geeignet.</p>
<center><center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center></center>","Das am häufigsten gekaufte Material für unsere Aufkleber ist weißes Vinyl.
Es ist 2-4 Jahre witterungsbeständig, ermöglicht hervorragende Druckergebnisse und ist sowohl für den Innen als auch Außengebrauch geeignet.

Materialien Aufkleber druckenanwendungsbereiche
"
305,de,345,Transparente Aufkleber,transparente-aufkleber,material,https://stickerapp.de/support/material/transparente-aufkleber,"<p>Wir drucken auch <a href=""https://stickerapp.de/materialien/transparente-aufkleber"">Aufkleber auf transparenter Folie</a>. Hierbei ist trotzdem Vollfarbdruck sogar in Wei&szlig; m&ouml;glich.</p>
<p>W&auml;hle transparentes Material w&auml;hrend du bestellst und lasse die Teile deines Designs die transparent werden sollen auch so in deiner Datei. Alternativ hinterlasse uns ein Kommentar dann helfen wir dir.</p>
<p>&nbsp;</p>
<center><center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center></center>","Wir drucken auch Aufkleber auf transparenter Folie. Hierbei ist trotzdem Vollfarbdruck sogar in Weiß möglich.
Wähle transparentes Material während du bestellst und lasse die Teile deines Designs die transparent werden sollen auch so in deiner Datei. Alternativ hinterlasse uns ein Kommentar dann helfen wir dir.
 

Materialien Aufkleber druckenanwendungsbereiche
"
305,de,346,Fenster Aufkleber,fenster-aufkleber,material,https://stickerapp.de/support/material/fenster-aufkleber,"<p>Wir k&ouml;nnen auch <a href=""https://stickerapp.de/aufkleber"">Fenster Aufkleber drucken</a>, hierbei wir der Kleber auf der anderen Seite des Aufklebers aufgetragen.&nbsp;</p>
<p>Willst du dies hinterlasse ein Kommentar mit ""WINDOW"" in deiner Bestellung.</p>
<center><center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center></center>","Wir können auch Fenster Aufkleber drucken, hierbei wir der Kleber auf der anderen Seite des Aufklebers aufgetragen. 
Willst du dies hinterlasse ein Kommentar mit ""WINDOW"" in deiner Bestellung.

Materialien Aufkleber druckenanwendungsbereiche
"
305,de,347,Neonfarben,neonfarben,material,https://stickerapp.de/support/material/neonfarben,"<p>Leider k&ouml;nnen wir keine Aufkleber in neonfarben drucken. Wir drucken in CMYK und empfehlen ihre Dateien in CMYK hochzuladen da RGB dateien im Druck farbleich abweichen k&ouml;nnen.</p>
<center><center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de/products/anwendungsbereiche"">anwendungsbereiche</a></p>
</center></center>","Leider können wir keine Aufkleber in neonfarben drucken. Wir drucken in CMYK und empfehlen ihre Dateien in CMYK hochzuladen da RGB dateien im Druck farbleich abweichen können.

Materialien Aufkleber druckenanwendungsbereiche
"
305,de,348,Wandtattoos,wandtattoos,material,https://stickerapp.de/support/material/wandtattoos,"<p>Unsere <a href=""https://stickerapp.de/aufkleber/wandaufkleber"">Wandtattoos / Aufkleber</a> sind nur f&uuml;r den nnengebrauch geeignet.</p>
<p>Die Aufkleber bestehem aus einem d&uuml;nnen Textilmaterial das nicht mit laminat beschichtet wird. Der Kleber auf der R&uuml;ckseite ist speziell f&uuml;r den gebrauch auf Tapeten und bemalten Oberfl&auml;chen geeignet und hinterl&auml;sst werder Klebereste, noch besch&auml;digt tapete oder Farbe.</p>
<center>
<p><a class=""btn btn-default"" title=""Materialien"" href=""https://stickerapp.de/materialien"">Materialien</a> <a class=""btn btn-primary"" title=""Aufkleber drucken"" href=""https://stickerapp.de/aufkleber-drucken"">Aufkleber drucken</a><a class=""btn btn-default"" title=""anwendungsbereiche"" href=""https://stickerapp.de//sticker-academy/anwendungsbereiche"">anwendungsbereiche</a></p>
</center>","Unsere Wandtattoos / Aufkleber sind nur für den nnengebrauch geeignet.
Die Aufkleber bestehem aus einem dünnen Textilmaterial das nicht mit laminat beschichtet wird. Der Kleber auf der Rückseite ist speziell für den gebrauch auf Tapeten und bemalten Oberflächen geeignet und hinterlässt werder Klebereste, noch beschädigt tapete oder Farbe.

Materialien Aufkleber druckenanwendungsbereiche
"
351,fr,352,Quel est le minimum de commande pour des stickers personnalisés? ,quel-est-le-minimum-de-commande-pour-des-stickers-personnalises,stickers-personnalises,https://stickerapp.fr/support/stickers-personnalises/quel-est-le-minimum-de-commande-pour-des-stickers-personnalises,"<p>Le montant minimum pour une commande de stickers personnalis&eacute;s en d&eacute;coupe individuelle est de 20&euro;.&nbsp;</p>
<p>Cela concerne uniquement nos stickers en vinyle brillant. La quantit&eacute; minimum de stickers &agrave; commander d&eacute;pend de la taille de ceux-ci. La couleur et l'option de d&eacute;coupe n'affectent pas le minimum de commande. N'h&eacute;sitez pas &agrave; aller sur la page ""stickers personnalis&eacute;s"" pour avoir plus de d&eacute;tails sur nos prix.&nbsp;</p>
<p>Le minimum de commande pour des stickers personnalis&eacute;s est de 10&euro; via l'option ""sur feuille"". Cette feuille/planche mesure 30x20cm et vous pouvez la remplir d'autant de stickers que possible.&nbsp;</p>
<p>Vous pouvez importer plusieurs designs diff&eacute;rents ou bien remplir la feuille/planche avec un seul et m&ecirc;me design. Les stickers seront pr&eacute;-d&eacute;coup&eacute;s sur cette feuille/planche et seront donc d&eacute;collables individuellement.&nbsp;</p>","Le montant minimum pour une commande de stickers personnalisés en découpe individuelle est de 20€. 
Cela concerne uniquement nos stickers en vinyle brillant. La quantité minimum de stickers à commander dépend de la taille de ceux-ci. La couleur et l'option de découpe n'affectent pas le minimum de commande. N'hésitez pas à aller sur la page ""stickers personnalisés"" pour avoir plus de détails sur nos prix. 
Le minimum de commande pour des stickers personnalisés est de 10€ via l'option ""sur feuille"". Cette feuille/planche mesure 30x20cm et vous pouvez la remplir d'autant de stickers que possible. 
Vous pouvez importer plusieurs designs différents ou bien remplir la feuille/planche avec un seul et même design. Les stickers seront pré-découpés sur cette feuille/planche et seront donc décollables individuellement. "
